family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,feeding.mode,tl,level.tl,body.shape,fin.shape,AR,offspring.size,spawning.type,age.maturity,fecundity,length.infinity,growth.coefficient,length.max,age.max
Belonidae,Strongylura,marina,S,Strongylura marina,7,21,reef-associated,generalist,3,spe,elongated,truncate,1.34,3.6,non-guarder,2,18000,75,0.28,111,11
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,20,27,benthopelagic,planktivorous,2.71,spe,elongated,forked,1.45,1.03,non-guarder,3.2,13133,25,0.16,21,10
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,21,27,benthopelagic,planktivorous,2.71,spe,elongated,forked,1.45,1.03,non-guarder,3.2,13133,19,0.46,21,10
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,22,27,benthopelagic,planktivorous,2.71,spe,elongated,forked,1.45,1.03,non-guarder,3.2,13133,19,0.38,19,10
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,23,27,benthopelagic,planktivorous,2.71,spe,elongated,forked,1.45,1.03,non-guarder,3.2,13133,18,0.87,19,10
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,24,27,benthopelagic,planktivorous,2.71,spe,elongated,forked,1.45,1.03,non-guarder,3.2,13133,16,0.63,21,10
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,25,27,benthopelagic,planktivorous,2.71,spe,elongated,forked,1.45,1.03,non-guarder,3.2,13133,19,0.46,21,10
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,59,27,benthopelagic,planktivorous,2.71,spe,elongated,forked,1.45,1.03,non-guarder,3.2,13133,19,0.46,21,10
Ariidae,Bagre,marinus,S,Bagre marinus,5,31,demersal,benthivorous,3.51,spe,fusiform,forked,2.48,10,bearer,2,33,73,0.16,69,13
Ariidae,Bagre,marinus,S,Bagre marinus,6,31,demersal,benthivorous,3.51,spe,fusiform,forked,2.48,10,bearer,2,33,73,0.16,69,13
Petromyzontidae,Petromyzon,marinus,S,Petromyzon marinus,6,21,demersal,piscivorous,4.37,spe,eel-like,rounded,0.81,1.1,non-guarder,7,234333,54,0.16,84,11
Petromyzontidae,Petromyzon,marinus,S,Petromyzon marinus,7,21,demersal,piscivorous,4.37,spe,eel-like,rounded,0.81,1.1,non-guarder,7,234333,54,0.16,84,11
Petromyzontidae,Petromyzon,marinus,S,Petromyzon marinus,8,21,demersal,piscivorous,4.37,spe,eel-like,rounded,0.81,1.1,non-guarder,7,234333,54,0.16,84,11
Petromyzontidae,Petromyzon,marinus,S,Petromyzon marinus,18,21,demersal,piscivorous,4.37,spe,eel-like,rounded,0.81,1.1,non-guarder,7,234333,54,0.16,84,11
Petromyzontidae,Petromyzon,marinus,S,Petromyzon marinus,19,27,demersal,piscivorous,4.37,spe,eel-like,rounded,0.81,1.1,non-guarder,7,237500,54,0.16,120,11
Petromyzontidae,Petromyzon,marinus,S,Petromyzon marinus,20,27,demersal,piscivorous,4.37,spe,eel-like,rounded,0.81,1.1,non-guarder,7,237500,54,0.16,120,11
Petromyzontidae,Petromyzon,marinus,S,Petromyzon marinus,21,27,demersal,piscivorous,4.37,spe,eel-like,rounded,0.81,1.1,non-guarder,7,237500,54,0.16,120,11
Petromyzontidae,Petromyzon,marinus,S,Petromyzon marinus,22,27,demersal,piscivorous,4.37,spe,eel-like,rounded,0.81,1.1,non-guarder,7,237500,54,0.16,120,11
Petromyzontidae,Petromyzon,marinus,S,Petromyzon marinus,23,27,demersal,piscivorous,4.37,spe,eel-like,rounded,0.81,1.1,non-guarder,7,237500,54,0.16,120,11
Petromyzontidae,Petromyzon,marinus,S,Petromyzon marinus,24,27,demersal,piscivorous,4.37,spe,eel-like,rounded,0.81,1.1,non-guarder,7,237500,54,0.16,120,11
Sebastidae,Sebastes,marinus,S,Sebastes marinus,20,27,demersal,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,6.1,171000,66,0.07,63,60
Arhynchobatidae,Bathyraja,mariposa,S,Bathyraja mariposa,1,61,benthopelagic,generalist,4.3,genus,flat,pointed,NA,97.75,non-guarder,8,11,90,0.08,76,20
Arhynchobatidae,Bathyraja,mariposa,S,Bathyraja mariposa,65,61,benthopelagic,generalist,4.3,genus,flat,pointed,NA,97.75,non-guarder,8,11,90,0.08,76,20
Arhynchobatidae,Bathyraja,mariposa,S,Bathyraja mariposa,65,67,benthopelagic,generalist,4.3,genus,flat,pointed,NA,97.75,non-guarder,8,11,56,0.21,76,27.4
Stichaeidae,Bryozoichthys,marjorius,S,Bryozoichthys marjorius,1,61,bathydemersal,benthivorous,3.13,family,elongated,rounded,1.17,2.55,guarder,3.3,32000,56,0.12,30,10
Stichaeidae,Bryozoichthys,marjorius,S,Bryozoichthys marjorius,2,67,bathydemersal,benthivorous,3.13,family,elongated,rounded,1.17,2.55,guarder,3.3,75323,43,0.11,30,10
Stichaeidae,Bryozoichthys,marjorius,S,Bryozoichthys marjorius,53,61,bathydemersal,benthivorous,3.13,family,elongated,rounded,1.17,2.55,guarder,3.3,32000,56,0.12,30,10
Stichaeidae,Bryozoichthys,marjorius,S,Bryozoichthys marjorius,65,61,bathydemersal,benthivorous,3.13,family,elongated,rounded,1.17,2.55,guarder,3.3,60882,56,0.12,30,10
Stichaeidae,Bryozoichthys,marjorius,S,Bryozoichthys marjorius,65,67,bathydemersal,benthivorous,3.13,family,elongated,rounded,1.17,2.55,guarder,3.3,60882,43,0.11,30,10
Torpedinidae,Torpedo,marmorata,S,Torpedo marmorata,24,27,reef-associated,benthivorous,4.5,spe,flat,rounded,NA,100,bearer,8,19,91,0.08,100,16
Torpedinidae,Torpedo,marmorata,S,Torpedo marmorata,25,27,reef-associated,benthivorous,4.5,spe,flat,rounded,NA,100,bearer,8,19,91,0.08,100,16
Torpedinidae,Torpedo,marmorata,S,Torpedo marmorata,26,37,reef-associated,benthivorous,4.5,spe,flat,rounded,NA,100,bearer,8,19,43,0.11,100,16
Cottidae,Scorpaenichthys,marmoratus,S,Scorpaenichthys marmoratus,3,67,demersal,generalist,3.62,spe,elongated,rounded,0.99,1.96,guarder,3,71500,58,0.34,99,13
Cottidae,Scorpaenichthys,marmoratus,S,Scorpaenichthys marmoratus,3,77,demersal,generalist,3.62,spe,elongated,rounded,0.99,1.96,guarder,3,71500,58,0.34,99,13
Labrisomidae,Paraclinus,marmoratus,S,Paraclinus marmoratus,5,31,reef-associated,benthivorous,3.43,genus,fusiform,rounded,1.19,1,guarder,NA,4500,NA,NA,6,NA
Liparidae,Liparis,marmoratus,S,Liparis marmoratus,1,67,demersal,generalist,3.51,genus,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,20,0.3,29,5.3
Liparidae,Liparis,marmoratus,S,Liparis marmoratus,5,31,demersal,generalist,3.51,genus,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,13,0.68,26,5.3
Blenniidae,Parablennius,marmoreus,S,Parablennius marmoreus,5,31,reef-associated,planktivorous,2.46,spe,fusiform,rounded,1.11,1.24,guarder,1,500,13,0.62,9,6.4
Blenniidae,Parablennius,marmoreus,S,Parablennius marmoreus,6,31,reef-associated,planktivorous,2.46,spe,fusiform,rounded,1.11,1.24,guarder,1,500,13,0.62,9,6.4
Sparidae,Dentex,maroccanus,S,Dentex maroccanus,25,27,demersal,benthivorous,3.85,spe,compressiform,forked,1.52,1.14,non-guarder,2,856136,37,0.18,28,10
Atherinopsidae,Membras,martinica,S,Membras martinica,6,21,pelagic,planktivorous,3.4,genus,fusiform,forked,0.74,0.95,non-guarder,2,223,14,1.16,13,5.4
Atherinopsidae,Membras,martinica,S,Membras martinica,6,31,pelagic,planktivorous,3.4,genus,fusiform,forked,0.74,0.95,non-guarder,2,223,37,0.47,13,5.4
Atherinopsidae,Membras,martinica,S,Membras martinica,7,21,pelagic,planktivorous,3.4,genus,fusiform,forked,0.74,0.95,non-guarder,2,223,14,1.31,13,5.4
Labridae,Xyrichtys,martinicensis,S,Xyrichtys martinicensis,5,31,reef-associated,benthivorous,3.5,spe,fusiform,rounded,1.18,0.91,non-guarder,3.8,160631,22,0.38,15,8
Serranidae,Pronotogrammus,martinicensis,S,Pronotogrammus martinicensis,5,31,demersal,generalist,3.1,genus,fusiform,truncate,1.24,0.84,non-guarder,1,271,92,0.12,14,15
Mullidae,Mulloidichthys,martinicus,S,Mulloidichthys martinicus,5,31,reef-associated,benthivorous,3.21,spe,fusiform,forked,2.26,0.87,non-guarder,1.5,20362,35,0.32,28,7
Triglidae,Prionotus,martis,S,Prionotus martis,5,31,demersal,generalist,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,18,14.6
Phosichthyidae,Pollichthys,mauli,S,Pollichthys mauli,5,31,bathypelagic,generalist,3.74,spe,fusiform,forked,1.68,0.8,non-guarder,0.3,109000,6,5.9,5,1
Platytroctidae,Maulisia,mauli,S,Maulisia mauli,2,67,bathypelagic,planktivorous,3.1,family,elongated,forked,0.87,NA,non-guarder,NA,NA,35,0.86,20,NA
Platytroctidae,Maulisia,mauli,S,Maulisia mauli,3,67,bathypelagic,planktivorous,3.1,family,elongated,forked,0.87,NA,non-guarder,NA,NA,35,0.86,20,NA
Platytroctidae,Maulisia,mauli,S,Maulisia mauli,3,77,bathypelagic,planktivorous,3.1,family,elongated,forked,0.87,NA,non-guarder,NA,NA,35,0.86,20,NA
Cetorhinidae,Cetorhinus,maximus,S,Cetorhinus maximus,7,21,pelagic,planktivorous,3.2,spe,elongated,heterocercal,3.16,1750,bearer,11.5,2,1000,0.06,914,50
Cetorhinidae,Cetorhinus,maximus,S,Cetorhinus maximus,8,21,pelagic,planktivorous,3.2,spe,elongated,heterocercal,3.16,1750,bearer,11.5,2,1000,0.06,1000,50
Cetorhinidae,Cetorhinus,maximus,S,Cetorhinus maximus,9,21,pelagic,planktivorous,3.2,spe,elongated,heterocercal,3.16,1750,bearer,11.5,2,1000,0.06,1000,50
Labridae,Lachnolaimus,maximus,S,Lachnolaimus maximus,5,31,reef-associated,benthivorous,3.53,family,compressiform,truncate,3.96,0.91,non-guarder,3.8,8447,93,0.09,82,23
Labridae,Lachnolaimus,maximus,S,Lachnolaimus maximus,6,31,reef-associated,benthivorous,3.53,family,compressiform,truncate,3.96,0.91,non-guarder,3.8,160631,93,0.09,82,23
Labridae,Lachnolaimus,maximus,S,Lachnolaimus maximus,7,21,reef-associated,benthivorous,3.53,family,compressiform,truncate,3.96,0.91,non-guarder,4.1,160631,93,0.09,82,23
Scophthalmidae,Scophthalmus,maximus,S,Scophthalmus maximus,20,27,demersal,benthivorous,4.36,spe,flat,rounded,1.77,1,non-guarder,4,5000000,59,0.27,82,25
Scophthalmidae,Scophthalmus,maximus,S,Scophthalmus maximus,22,27,demersal,benthivorous,4.36,spe,flat,rounded,1.77,1,non-guarder,4,5000000,59,0.27,82,25
Scophthalmidae,Scophthalmus,maximus,S,Scophthalmus maximus,23,27,demersal,benthivorous,4.36,spe,flat,rounded,1.77,1,non-guarder,4,5000000,45,0.19,82,25
Scophthalmidae,Scophthalmus,maximus,S,Scophthalmus maximus,24,27,demersal,benthivorous,4.36,spe,flat,rounded,1.77,1,non-guarder,4,5000000,69,0.3,82,25
Scophthalmidae,Scophthalmus,maximus,S,Scophthalmus maximus,25,27,demersal,benthivorous,4.36,spe,flat,rounded,1.77,1,non-guarder,4,5000000,57,0.25,82,25
Scophthalmidae,Scophthalmus,maximus,S,Scophthalmus maximus,26,37,demersal,benthivorous,4.36,spe,flat,rounded,1.77,1,non-guarder,4,5000000,63,0.26,82,25
Scophthalmidae,Scophthalmus,maximus,S,Scophthalmus maximus,59,27,demersal,benthivorous,4.36,spe,flat,rounded,1.77,1,non-guarder,4,5000000,57,0.25,82,25
Cyclopteridae,Cyclopteropsis,mcalpini,S,Cyclopteropsis mcalpini,20,27,benthopelagic,planktivorous,3.38,genus,short and/or deep,rounded,0.97,2.2,guarder,3.5,225000,54,0.17,8,13
Ogcocephalidae,Zalieutes,mcgintyi,S,Zalieutes mcgintyi,5,31,demersal,generalist,3.97,genus,short and/or deep,rounded,1.25,0.16,non-guarder,NA,50,15,0.3,10,NA
Clupeidae,Alosa,mediocris,S,Alosa mediocris,7,21,pelagic,generalist,4.12,spe,fusiform,forked,1.85,1.3,non-guarder,3.3,175160,61,0.3,60,9
Acipenseridae,Acipenser,medirostris,S,Acipenser medirostris,2,67,demersal,generalist,3.52,spe,elongated,heterocercal,2.06,3,non-guarder,12.8,709389,190,0.09,203,60
Acipenseridae,Acipenser,medirostris,S,Acipenser medirostris,3,67,demersal,generalist,3.52,spe,elongated,heterocercal,2.06,3,non-guarder,12.8,709389,190,0.09,163,60
Acipenseridae,Acipenser,medirostris,S,Acipenser medirostris,3,77,demersal,generalist,3.52,spe,elongated,heterocercal,2.06,3,non-guarder,12.8,709389,190,0.09,163,60
Carangidae,Trachurus,mediterraneus,S,Trachurus mediterraneus,24,27,pelagic,generalist,3.77,spe,fusiform,lunate,1.69,0.9,non-guarder,1.4,257524,34,0.31,26,12
Carangidae,Trachurus,mediterraneus,S,Trachurus mediterraneus,25,27,pelagic,generalist,3.77,spe,fusiform,lunate,1.69,0.9,non-guarder,1.4,257524,34,0.31,26,12
Carangidae,Trachurus,mediterraneus,S,Trachurus mediterraneus,26,27,pelagic,generalist,3.77,spe,fusiform,lunate,1.69,0.9,non-guarder,1.4,257524,34,0.31,42,12
Carangidae,Trachurus,mediterraneus,S,Trachurus mediterraneus,26,37,pelagic,generalist,3.77,spe,fusiform,lunate,1.69,0.9,non-guarder,1.4,257524,34,0.31,42,12
Lotidae,Gaidropsarus,mediterraneus,S,Gaidropsarus mediterraneus,22,27,demersal,generalist,3.47,spe,elongated,rounded,0.9,0.78,non-guarder,1.5,2500000,27,0.6,50,8
Lotidae,Gaidropsarus,mediterraneus,S,Gaidropsarus mediterraneus,24,27,demersal,generalist,3.47,spe,elongated,rounded,0.9,0.78,non-guarder,1.5,2500000,27,0.6,50,8
Lotidae,Gaidropsarus,mediterraneus,S,Gaidropsarus mediterraneus,25,27,demersal,generalist,3.47,spe,elongated,rounded,0.9,0.78,non-guarder,1.5,2500000,27,0.6,50,8
Trachichthyidae,Hoplostethus,mediterraneus mediterraneus,S,Hoplostethus mediterraneus mediterraneus,6,31,benthopelagic,benthivorous,3.49,spe,compressiform,forked,1.43,2.25,non-guarder,4,59161,28,0.12,16,11
Trachichthyidae,Hoplostethus,mediterraneus mediterraneus,S,Hoplostethus mediterraneus mediterraneus,7,21,benthopelagic,benthivorous,3.49,spe,compressiform,forked,1.43,2.25,non-guarder,4,59161,28,0.12,16,11
Trachichthyidae,Hoplostethus,mediterraneus mediterraneus,S,Hoplostethus mediterraneus mediterraneus,24,27,benthopelagic,benthivorous,3.49,spe,compressiform,forked,1.43,2.25,non-guarder,4,59161,28,0.12,16,11
Trachichthyidae,Hoplostethus,mediterraneus mediterraneus,S,Hoplostethus mediterraneus mediterraneus,25,27,benthopelagic,benthivorous,3.49,spe,compressiform,forked,1.43,2.25,non-guarder,4,59161,28,0.12,16,11
Stichaeidae,Anisarchus,medius,S,Anisarchus medius,1,67,demersal,benthivorous,3.22,spe,elongated,rounded,0.84,2,guarder,6,700,43,0.11,30,13
Stichaeidae,Anisarchus,medius,S,Anisarchus medius,2,67,demersal,benthivorous,3.22,spe,elongated,rounded,0.84,2,guarder,6,700,43,0.11,30,13
Stichaeidae,Anisarchus,medius,S,Anisarchus medius,5,31,demersal,benthivorous,3.22,spe,elongated,rounded,0.84,2,guarder,6,700,43,0.11,30,13
Stichaeidae,Anisarchus,medius,S,Anisarchus medius,20,27,demersal,benthivorous,3.22,spe,elongated,rounded,0.84,2,guarder,6,700,56,0.12,13,13
Stichaeidae,Anisarchus,medius,S,Anisarchus medius,22,27,demersal,benthivorous,3.22,spe,elongated,rounded,0.84,2,guarder,6,700,56,0.12,30,13
Stichaeidae,Anisarchus,medius,S,Anisarchus medius,54,61,demersal,benthivorous,3.22,spe,elongated,rounded,0.84,2,guarder,6,700,56,0.12,30,13
Stichaeidae,Anisarchus,medius,S,Anisarchus medius,54,67,demersal,benthivorous,3.22,spe,elongated,rounded,0.84,2,guarder,6,700,43,0.11,30,13
Centrolophidae,Schedophilus,medusophagus,S,Schedophilus medusophagus,20,27,pelagic,planktivorous,4,spe,fusiform,forked,0.75,1.3,non-guarder,6,NA,66,0.24,51,12
Centrolophidae,Schedophilus,medusophagus,S,Schedophilus medusophagus,21,27,pelagic,planktivorous,4,spe,fusiform,forked,0.75,1.3,non-guarder,6,NA,66,0.24,51,12
Centrolophidae,Schedophilus,medusophagus,S,Schedophilus medusophagus,22,27,pelagic,planktivorous,4,spe,fusiform,forked,0.75,1.3,non-guarder,6,NA,66,0.24,51,12
Centrolophidae,Schedophilus,medusophagus,S,Schedophilus medusophagus,24,27,pelagic,planktivorous,4,spe,fusiform,forked,0.75,1.3,non-guarder,6,NA,66,0.24,51,12
Alepocephalidae,Bajacalifornia,megalops,S,Bajacalifornia megalops,7,21,bathypelagic,generalist,3.67,family,fusiform,forked,0.89,2.7,non-guarder,NA,3754,51,0.13,40,4
Alepocephalidae,Bajacalifornia,megalops,S,Bajacalifornia megalops,8,21,bathypelagic,generalist,3.67,family,fusiform,forked,0.89,2.7,non-guarder,NA,3754,51,0.13,40,4
Macrouridae,Bathygadus,melanobranchus,S,Bathygadus melanobranchus,5,31,bathydemersal,planktivorous,3.3,spe,elongated,pointed,0.21,1.5,non-guarder,12.4,29976,72,0.1,50,42
Ophichthidae,Ophichthus,melanoporus,S,Ophichthus melanoporus,5,31,demersal,generalist,3.85,genus,eel-like,pointed,NA,2.52,non-guarder,NA,12516,76,0.3,70,NA
Sebastidae,Sebastes,melanops,S,Sebastes melanops,1,67,reef-associated,generalist,4.38,spe,fusiform,truncate,1.28,6.3,bearer,7.5,789564,60,0.14,61,50
Sebastidae,Sebastes,melanops,S,Sebastes melanops,2,21,reef-associated,generalist,4.38,spe,fusiform,truncate,1.28,6.3,bearer,6.9,789564,60,0.14,61,50
Sebastidae,Sebastes,melanops,S,Sebastes melanops,2,67,reef-associated,generalist,4.38,spe,fusiform,truncate,1.28,6.3,bearer,7.5,789564,60,0.14,61,50
Sebastidae,Sebastes,melanops,S,Sebastes melanops,3,67,reef-associated,generalist,4.38,spe,fusiform,truncate,1.28,6.3,bearer,7.5,789564,60,0.14,61,50
Sebastidae,Sebastes,melanops,S,Sebastes melanops,3,77,reef-associated,generalist,4.38,spe,fusiform,truncate,1.28,6.3,bearer,7.5,789564,60,0.14,61,50
Sebastidae,Sebastes,melanops,S,Sebastes melanops,65,61,reef-associated,generalist,4.38,spe,fusiform,truncate,1.28,6.3,bearer,6.9,789564,60,0.14,61,50
Sebastidae,Sebastes,melanops,S,Sebastes melanops,65,67,reef-associated,generalist,4.38,spe,fusiform,truncate,1.28,6.3,bearer,7.5,789564,60,0.14,61,50
Gerreidae,Eucinostomus,melanopterus,S,Eucinostomus melanopterus,5,31,demersal,generalist,3.39,spe,fusiform,forked,2.6,0.68,non-guarder,1.3,NA,20,0.5,26,7.8
Pleuronectidae,Psettichthys,melanostictus,S,Psettichthys melanostictus,1,21,demersal,generalist,4.06,spe,flat,rounded,1.51,1.63,non-guarder,2,648836,68,0.13,63,27
Pleuronectidae,Psettichthys,melanostictus,S,Psettichthys melanostictus,1,67,demersal,generalist,4.06,spe,flat,rounded,1.51,1.63,non-guarder,2,622929,43,0.1,63,27
Pleuronectidae,Psettichthys,melanostictus,S,Psettichthys melanostictus,2,21,demersal,generalist,4.06,spe,flat,rounded,1.51,1.63,non-guarder,2,648836,68,0.13,63,27
Pleuronectidae,Psettichthys,melanostictus,S,Psettichthys melanostictus,2,67,demersal,generalist,4.06,spe,flat,rounded,1.51,1.63,non-guarder,2,622929,47,0.18,63,27
Pleuronectidae,Psettichthys,melanostictus,S,Psettichthys melanostictus,3,67,demersal,generalist,4.06,spe,flat,rounded,1.51,1.63,non-guarder,2,705344,55,0.17,63,27
Pleuronectidae,Psettichthys,melanostictus,S,Psettichthys melanostictus,3,77,demersal,generalist,4.06,spe,flat,rounded,1.51,1.63,non-guarder,2,705344,55,0.17,63,27
Sebastidae,Sebastes,melanostictus,S,Sebastes melanostictus,1,61,benthopelagic,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,4,312120,46,0.13,54,71
Sebastidae,Sebastes,melanostictus,S,Sebastes melanostictus,1,67,benthopelagic,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,6.5,277574,46,0.13,54,71
Sebastidae,Sebastes,melanostictus,S,Sebastes melanostictus,2,21,benthopelagic,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,6.1,358359,40,0.09,54,71
Sebastidae,Sebastes,melanostictus,S,Sebastes melanostictus,2,67,benthopelagic,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,9.2,277574,48,0.11,54,71
Sebastidae,Sebastes,melanostictus,S,Sebastes melanostictus,3,67,benthopelagic,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,5.9,218182,41,0.12,54,71
Sebastidae,Sebastes,melanostictus,S,Sebastes melanostictus,3,77,benthopelagic,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,5.9,312120,41,0.12,54,71
Sebastidae,Sebastes,melanostictus,S,Sebastes melanostictus,53,61,benthopelagic,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,4,277574,27,0.3,54,71
Sebastidae,Sebastes,melanostictus,S,Sebastes melanostictus,65,61,benthopelagic,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,4,358359,27,0.3,54,71
Sebastidae,Sebastes,melanostictus,S,Sebastes melanostictus,65,67,benthopelagic,generalist,3.77,genus,fusiform,truncate,1.6,6.3,bearer,6.5,218182,44,0.12,54,71
Gobiidae,Neogobius,melanostomus,S,Neogobius melanostomus,23,27,demersal,benthivorous,3.3,spe,fusiform,rounded,0.89,0.89,guarder,2,2650,16,0.26,25,6
Sebastidae,Sebastes,melanostomus,S,Sebastes melanostomus,2,67,bathydemersal,generalist,3.77,genus,fusiform,truncate,2.21,6.3,bearer,11.7,769000,52,0.05,58,90
Sebastidae,Sebastes,melanostomus,S,Sebastes melanostomus,3,67,bathydemersal,generalist,3.77,genus,fusiform,truncate,2.21,6.3,bearer,11.7,769000,52,0.05,58,90
Sebastidae,Sebastes,melanostomus,S,Sebastes melanostomus,3,77,bathydemersal,generalist,3.77,genus,fusiform,truncate,2.21,6.3,bearer,11.7,769000,52,0.05,58,90
Ariommatidae,Ariomma,melanum,S,Ariomma melanum,5,31,bathydemersal,benthivorous,3.5,spe,fusiform,forked,1.8,NA,non-guarder,NA,NA,26,1.11,30,NA
Ariommatidae,Ariomma,melanum,S,Ariomma melanum,6,31,bathydemersal,benthivorous,3.5,spe,fusiform,forked,1.8,NA,non-guarder,NA,NA,26,1.11,30,NA
Ariommatidae,Ariomma,melanum,S,Ariomma melanum,7,21,bathydemersal,benthivorous,3.5,spe,fusiform,forked,1.8,NA,non-guarder,NA,NA,26,1.11,30,NA
Sparidae,Oblada,melanura,S,Oblada melanura,25,27,benthopelagic,benthivorous,3.38,spe,compressiform,forked,2.48,1.14,non-guarder,3.1,856136,35,0.24,34,11
Haemulidae,Haemulon,melanurum,S,Haemulon melanurum,5,31,reef-associated,benthivorous,2.17,spe,fusiform,forked,1.74,0.75,non-guarder,2.5,472875,43,0.22,33,11
Nettastomatidae,Nettastoma,melanurum,S,Nettastoma melanurum,25,27,bathydemersal,benthivorous,3.5,spe,eel-like,pointed,NA,1.46,non-guarder,3.5,13444,60,0.4,77,NA
Exocoetidae,Cheilopogon,melanurus,S,Cheilopogon melanurus,6,31,pelagic,planktivorous,3.63,genus,elongated,lunate,2.88,1.64,non-guarder,NA,15196,26,1.19,32,1
Exocoetidae,Cheilopogon,melanurus,S,Cheilopogon melanurus,7,21,pelagic,planktivorous,3.63,genus,elongated,lunate,2.88,1.64,non-guarder,NA,15196,26,1.19,32,1
Liparidae,Careproctus,melanurus,S,Careproctus melanurus,1,67,bathydemersal,benthivorous,3.36,spe,fusiform,rounded,0.54,3.75,non-guarder,4.8,418,26,0.43,51,8
Liparidae,Careproctus,melanurus,S,Careproctus melanurus,2,67,bathydemersal,benthivorous,3.36,spe,fusiform,rounded,0.54,3.75,non-guarder,4.8,418,26,0.43,51,8
Liparidae,Careproctus,melanurus,S,Careproctus melanurus,3,67,bathydemersal,benthivorous,3.36,spe,fusiform,rounded,0.54,3.75,non-guarder,4.8,418,26,0.43,51,8
Liparidae,Careproctus,melanurus,S,Careproctus melanurus,3,77,bathydemersal,benthivorous,3.36,spe,fusiform,rounded,0.54,3.75,non-guarder,4.8,418,26,0.43,51,8
Liparidae,Careproctus,melanurus,S,Careproctus melanurus,65,61,bathydemersal,benthivorous,3.36,spe,fusiform,rounded,0.54,3.75,non-guarder,4.8,418,26,0.43,51,8
Liparidae,Careproctus,melanurus,S,Careproctus melanurus,65,67,bathydemersal,benthivorous,3.36,spe,fusiform,rounded,0.54,3.75,non-guarder,4.8,418,26,0.43,51,8
Achiridae,Gymnachirus,melas,S,Gymnachirus melas,5,31,demersal,generalist,3.52,family,flat,rounded,1.39,0.75,non-guarder,1.7,15500,21,0.19,22,7
Achiridae,Gymnachirus,melas,S,Gymnachirus melas,6,31,demersal,generalist,3.52,family,flat,rounded,1.39,0.75,non-guarder,1.7,15500,21,0.19,22,7
Pentanchidae,Galeus,melastomus,S,Galeus melastomus,20,27,demersal,generalist,4.17,spe,elongated,heterocercal,1.23,42,non-guarder,3.5,93,46,0.38,54,8
Pentanchidae,Galeus,melastomus,S,Galeus melastomus,21,27,demersal,generalist,4.17,spe,elongated,heterocercal,1.23,42,non-guarder,3.5,93,46,0.38,54,8
Pentanchidae,Galeus,melastomus,S,Galeus melastomus,22,27,demersal,generalist,4.17,spe,elongated,heterocercal,1.23,42,non-guarder,3.5,93,46,0.38,54,8
Pentanchidae,Galeus,melastomus,S,Galeus melastomus,24,27,demersal,generalist,4.17,spe,elongated,heterocercal,1.23,42,non-guarder,3.5,93,46,0.38,54,8
Pentanchidae,Galeus,melastomus,S,Galeus melastomus,25,27,demersal,generalist,4.17,spe,elongated,heterocercal,1.23,42,non-guarder,3.5,93,46,0.38,54,8
Pentanchidae,Galeus,melastomus,S,Galeus melastomus,26,37,demersal,generalist,4.17,spe,elongated,heterocercal,1.23,42,non-guarder,3.5,93,46,0.38,54,8
Labridae,Symphodus,melops,S,Symphodus melops,22,27,reef-associated,benthivorous,3.38,spe,fusiform,truncate,1.34,0.91,guarder,3,160631,25,0.25,21,9
Labridae,Symphodus,melops,S,Symphodus melops,23,27,reef-associated,benthivorous,3.38,spe,fusiform,truncate,1.34,0.83,guarder,3,160631,24,0.3,21,9
Labridae,Symphodus,melops,S,Symphodus melops,24,27,reef-associated,benthivorous,3.38,spe,fusiform,truncate,1.34,0.91,guarder,3,160631,23,0.35,21,9
Liparidae,Paraliparis,membranaceus,S,Paraliparis membranaceus,25,27,bathydemersal,planktivorous,4.29,genus,elongated,rounded,0.44,1.6,non-guarder,3,428,18,0.53,6,9
Atherinopsidae,Menidia,menidia,S,Menidia menidia,6,21,pelagic,planktivorous,3.19,genus,fusiform,forked,1.11,1.6,non-guarder,1,223,14,1.16,14,2
Atherinopsidae,Menidia,menidia,S,Menidia menidia,6,31,pelagic,planktivorous,3.19,genus,fusiform,forked,1.11,1.6,non-guarder,1,223,14,1.16,14,2
Atherinopsidae,Menidia,menidia,S,Menidia menidia,7,21,pelagic,planktivorous,3.19,genus,fusiform,forked,1.11,1.6,non-guarder,1,223,14,1.31,14,2
